[2025-11-05 23:21:47] [Tick 9 | Q1/5] auto_p1 [PID 1] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 359 | Q4/5] auto_p13 [PID 13] pc=123/5015 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 359 | Q1/5] auto_p17 [PID 17] pc=130/5012 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q1/5] auto_p14 [PID 14] pc=140/5012 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q4/5] auto_p3 [PID 3] pc=138/5013 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q5/5] auto_p4 [PID 4] pc=139/5020 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q2/5] auto_p12 [PID 12] pc=126/5011 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q1/5] auto_p6 [PID 6] pc=130/5013 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q4/5] auto_p8 [PID 8] pc=138/5016 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q5/5] auto_p9 [PID 9] pc=134/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q1/5] auto_p18 [PID 18] pc=125/5016 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q2/5] auto_p15 [PID 15] pc=136/5020 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q5/5] auto_p19 [PID 19] pc=129/5010 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q3/5] auto_p20 [PID 20] pc=127/5010 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q4/5] auto_p16 [PID 16] pc=123/5012 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q3/5] auto_p5 [PID 5] pc=132/5017 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q1/5] auto_p7 [PID 7] pc=130/5018 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q5/5] auto_p13 [PID 13] pc=124/5015 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 360 | Q1/5] auto_p17 [PID 17] pc=130/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q2/5] auto_p14 [PID 14] pc=141/5012 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q5/5] auto_p3 [PID 3] pc=139/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q1/5] auto_p4 [PID 4] pc=140/5020 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q3/5] auto_p12 [PID 12] pc=127/5011 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q2/5] auto_p6 [PID 6] pc=131/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q5/5] auto_p8 [PID 8] pc=139/5016 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q1/5] auto_p9 [PID 9] pc=135/5013 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q5/5] auto_p21 [PID 21] pc=124/5012 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q4/5] auto_p22 [PID 22] pc=118/5014 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q1/5] auto_p19 [PID 19] pc=130/5010 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q4/5] auto_p20 [PID 20] pc=128/5010 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q4/5] auto_p16 [PID 16] pc=123/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q5/5] auto_p23 [PID 23] pc=119/5016 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q3/5] auto_p24 [PID 24] pc=117/5014 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q1/5] auto_p25 [PID 25] pc=115/5008 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 361 | Q2/5] auto_p17 [PID 17] pc=131/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q5/5] auto_p26 [PID 26] pc=114/5011 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q1/5] auto_p3 [PID 3] pc=140/5013 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q1/5] auto_p4 [PID 4] pc=140/5021 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q4/5] auto_p12 [PID 12] pc=128/5011 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q3/5] auto_p6 [PID 6] pc=132/5013 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q1/5] auto_p8 [PID 8] pc=140/5016 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q2/5] auto_p9 [PID 9] pc=136/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q5/5] auto_p21 [PID 21] pc=124/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q5/5] auto_p22 [PID 22] pc=119/5014 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q2/5] auto_p19 [PID 19] pc=131/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q5/5] auto_p20 [PID 20] pc=129/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q2/5] auto_p27 [PID 27] pc=111/5009 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q1/5] auto_p23 [PID 23] pc=120/5016 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q4/5] auto_p24 [PID 24] pc=118/5014 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q2/5] auto_p25 [PID 25] pc=116/5008 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 362 | Q1/5] auto_p28 [PID 28] pc=110/5009 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q5/5] auto_p29 [PID 29] pc=104/5016 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q2/5] auto_p3 [PID 3] pc=141/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q2/5] auto_p4 [PID 4] pc=141/5021 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q5/5] auto_p12 [PID 12] pc=129/5011 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q3/5] auto_p6 [PID 6] pc=132/5014 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q2/5] auto_p8 [PID 8] pc=141/5016 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q3/5] auto_p9 [PID 9] pc=137/5013 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q1/5] auto_p21 [PID 21] pc=125/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q1/5] auto_p22 [PID 22] pc=120/5014 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q3/5] auto_p19 [PID 19] pc=132/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q1/5] auto_p20 [PID 20] pc=130/5010 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q3/5] auto_p27 [PID 27] pc=112/5009 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q1/5] auto_p23 [PID 23] pc=120/5017 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q4/5] auto_p24 [PID 24] pc=118/5015 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q3/5] auto_p25 [PID 25] pc=117/5008 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 363 | Q2/5] auto_p28 [PID 28] pc=111/5009 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q5/5] auto_p30 [PID 30] pc=104/5007 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q3/5] auto_p3 [PID 3] pc=142/5013 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q3/5] auto_p4 [PID 4] pc=142/5021 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q1/5] auto_p31 [PID 31] pc=110/5009 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q4/5] auto_p6 [PID 6] pc=133/5014 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q3/5] auto_p8 [PID 8] pc=142/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q3/5] auto_p32 [PID 32] pc=122/5012 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q2/5] auto_p21 [PID 21] pc=126/5013 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q2/5] auto_p22 [PID 22] pc=121/5014 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q2/5] auto_p33 [PID 33] pc=116/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q5/5] auto_p34 [PID 34] pc=109/5012 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q4/5] auto_p27 [PID 27] pc=113/5009 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q2/5] auto_p23 [PID 23] pc=121/5017 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q5/5] auto_p24 [PID 24] pc=119/5015 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q4/5] auto_p25 [PID 25] pc=118/5008 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 364 | Q3/5] auto_p28 [PID 28] pc=112/5009 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q1/5] auto_p30 [PID 30] pc=105/5007 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q4/5] auto_p10 [PID 10] pc=128/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p11 [PID 11] pc=122/5018 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q1/5] auto_p12 [PID 12] pc=130/5011 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q5/5] auto_p13 [PID 13] pc=124/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p14 [PID 14] pc=142/5012 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q4/5] auto_p32 [PID 32] pc=123/5012 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p21 [PID 21] pc=127/5013 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p22 [PID 22] pc=122/5014 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p33 [PID 33] pc=117/5010 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p15 [PID 15] pc=137/5020 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q5/5] auto_p27 [PID 27] pc=114/5009 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q3/5] auto_p23 [PID 23] pc=122/5017 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q1/5] auto_p24 [PID 24] pc=120/5015 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q4/5] auto_p25 [PID 25] pc=118/5009 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 365 | Q4/5] auto_p28 [PID 28] pc=113/5009 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p26 [PID 26] pc=115/5011 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q5/5] auto_p10 [PID 10] pc=129/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q4/5] auto_p11 [PID 11] pc=123/5018 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q2/5] auto_p12 [PID 12] pc=131/5011 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p13 [PID 13] pc=125/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q3/5] auto_p14 [PID 14] pc=142/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q5/5] auto_p32 [PID 32] pc=124/5012 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p29 [PID 29] pc=105/5016 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p35 [PID 35] pc=105/5011 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q2/5] auto_p36 [PID 36] pc=106/5014 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q4/5] auto_p15 [PID 15] pc=138/5020 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q5/5] auto_p27 [PID 27] pc=114/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p37 [PID 37] pc=100/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q1/5] auto_p38 [PID 38] pc=100/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q4/5] auto_p39 [PID 39] pc=108/5008 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 366 | Q5/5] auto_p28 [PID 28] pc=114/5009 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p31 [PID 31] pc=111/5009 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q1/5] auto_p10 [PID 10] pc=130/5016 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q5/5] auto_p11 [PID 11] pc=124/5018 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q3/5] auto_p12 [PID 12] pc=132/5011 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p13 [PID 13] pc=126/5016 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q4/5] auto_p14 [PID 14] pc=143/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q1/5] auto_p32 [PID 32] pc=125/5012 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p29 [PID 29] pc=106/5016 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p35 [PID 35] pc=106/5011 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q3/5] auto_p36 [PID 36] pc=107/5014 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q5/5] auto_p15 [PID 15] pc=139/5020 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q1/5] auto_p34 [PID 34] pc=110/5012 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p37 [PID 37] pc=101/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q2/5] auto_p38 [PID 38] pc=101/5010 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q5/5] auto_p40 [PID 40] pc=109/5010 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 367 | Q3/5] auto_p41 [PID 41] pc=112/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p31 [PID 31] pc=112/5009 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q1/5] auto_p1 [PID 1] pc=135/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q1/5] auto_p11 [PID 11] pc=125/5018 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q4/5] auto_p12 [PID 12] pc=133/5011 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p13 [PID 13] pc=127/5016 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q5/5] auto_p14 [PID 14] pc=144/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q2/5] auto_p32 [PID 32] pc=126/5012 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p29 [PID 29] pc=107/5016 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p35 [PID 35] pc=107/5011 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q4/5] auto_p36 [PID 36] pc=108/5014 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q1/5] auto_p15 [PID 15] pc=140/5020 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q2/5] auto_p34 [PID 34] pc=111/5012 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p37 [PID 37] pc=102/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q3/5] auto_p38 [PID 38] pc=102/5010 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q1/5] auto_p40 [PID 40] pc=110/5010 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 368 | Q4/5] auto_p41 [PID 41] pc=113/5010 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p31 [PID 31] pc=113/5009 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q2/5] auto_p1 [PID 1] pc=136/5010 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q2/5] auto_p11 [PID 11] pc=126/5018 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p33 [PID 33] pc=118/5010 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p13 [PID 13] pc=128/5016 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q1/5] auto_p14 [PID 14] pc=145/5013 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q5/5] auto_p39 [PID 39] pc=109/5008 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p2 [PID 2] pc=138/5012 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p35 [PID 35] pc=108/5011 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q5/5] auto_p36 [PID 36] pc=109/5014 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p3 [PID 3] pc=143/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q3/5] auto_p34 [PID 34] pc=112/5012 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p37 [PID 37] pc=103/5013 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q4/5] auto_p38 [PID 38] pc=103/5010 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q2/5] auto_p40 [PID 40] pc=111/5010 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 369 | Q5/5] auto_p41 [PID 41] pc=114/5010 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p31 [PID 31] pc=114/5009 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p16 [PID 16] pc=124/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q3/5] auto_p17 [PID 17] pc=132/5013 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p33 [PID 33] pc=119/5010 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q2/5] auto_p18 [PID 18] pc=126/5016 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q4/5] auto_p19 [PID 19] pc=133/5010 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q1/5] auto_p39 [PID 39] pc=110/5008 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p2 [PID 2] pc=139/5012 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p35 [PID 35] pc=109/5011 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q1/5] auto_p36 [PID 36] pc=110/5014 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p3 [PID 3] pc=144/5013 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q3/5] auto_p34 [PID 34] pc=112/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q1/5] auto_p20 [PID 20] pc=130/5011 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q5/5] auto_p38 [PID 38] pc=104/5010 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q3/5] auto_p40 [PID 40] pc=112/5010 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 370 | Q1/5] auto_p41 [PID 41] pc=115/5010 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p31 [PID 31] pc=115/5009 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p16 [PID 16] pc=125/5013 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q4/5] auto_p17 [PID 17] pc=133/5013 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p33 [PID 33] pc=120/5010 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q3/5] auto_p18 [PID 18] pc=127/5016 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q5/5] auto_p19 [PID 19] pc=134/5010 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q2/5] auto_p39 [PID 39] pc=111/5008 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p2 [PID 2] pc=140/5012 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q4/5] auto_p4 [PID 4] pc=143/5021 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q4/5] auto_p5 [PID 5] pc=133/5017 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p3 [PID 3] pc=145/5013 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q4/5] auto_p34 [PID 34] pc=113/5013 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q2/5] auto_p20 [PID 20] pc=131/5011 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q5/5] auto_p6 [PID 6] pc=134/5014 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q4/5] auto_p40 [PID 40] pc=113/5010 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:45:57] [Tick 371 | Q1/5] auto_p41 [PID 41] pc=115/5011 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:45:57] [Tick 372 | Q3/5] auto_p1 [PID 1] pc=137/5010 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
